client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973248.mp3	d33dda87a8b9595a1344f47a1172a62f5623329b493bc8616662374f660a0056	Если это не традиция, то я не знаю, что же тогда традиция.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973283.mp3	abc36f3d5fccf9310864ddd8718df86ebd92591e8494ab23637889c751dbed0f	Изучение теории струн - это как путешествие в неизведанное, где нас ждут невероятные открытия		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973285.mp3	73b8b555a9699bbc463ee02cd3a52f90c66e336283f108cbd57848c99f180433	В выходные дни, люди едут на дачи и просто на природу отдохнуть.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973286.mp3	d5cbd755a3476d41dd46b6e67c504ba1aeb0d068c26257516420519d45eeb950	Я не могу получить расчет.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973288.mp3	d617746dcfad135e452cbeda1a0e6d7496e558c2ae4fd248cd47dc90302d9f3e	Кроме того, у нас есть довольно пространный список ораторов.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973310.mp3	d19b59afd7be0ab668d16e7a22b872a5ec81de5fd50d787ea4e957aa70148692	Женщины также занимают многие руководящие должности в государстве в результате проведения прямых выборов.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973321.mp3	8e30bc917c55a8de6289b67073d09f9577e4d45035c452680289716998fc90fb	Интерфейс приложения был интуитивно понятен для всех пользователей.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973351.mp3	d5baf07ca6b1806a698be91d3227977f9d99413ba577cb8f9f1e85e54de27cae	Да что! Солонины ломтика три, да подовых, не помню, пять, не помню, шесть.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973359.mp3	9e6754a3c4740103958f25d1bcf3a11bb2c0744aea1fab9506d7416acdef3c41	Роботы могут заменить людей на рабочих местах, что приведет к массовой безработице.		6	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973360.mp3	d5aedce6caf7a21d81fb88263c3a1501c3211cbbdd7732bf355ca7e8263a72f3	Петрицкий вдруг вскочил на коленки и оглянулся.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973409.mp3	b076730548d5f4611011e74897652b993eea09dff84d545b43cd73dd265da6cb	Водопад обрушивал свои потоки, создавая громовые аккорды природы.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973453.mp3	b34db508522106e97ae53992598c879d2fa35a267880e447e8663f2c5128399e	бойцами невидимой армии.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973470.mp3	9a53931ddfb76b6cecff2250ff9179f3d2eae9629c981070a122d66a2b76a4a6	Визуальное изображение битв в манге Берсерк вызывает восхищение и ужас одновременно.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973471.mp3	d5967d4ea0e6fae7acb72f85459c01d49a06ddb7c381711cb5d6b1d169d88a52	Я вскакиваю и выключаю ее, потом опять ложусь на кушетку и стараюсь заснуть.		6	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973473.mp3	a4fb8bba374665ff815a0df475282f5564556ab113ab96c33df6ea4088cc1b18	Бела Барток, Золтан Кодай, режиссеров Иштвана Сабо и Миклоша Янчо		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973488.mp3	51ac987acffa1db2196c9fe100836bdeaf70c6fa3a736b66fafa97472cf8fcfa	Требует множество попыток, исправлений и понимания тонкостей персонажа.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973510.mp3	57f9abe56cfb2daabcf72d8f730f056e7b57300e8b827168f3cc41c93a100d89	Благодаря этому может произойти распаривание электронов, однако инерция ротора перемещает пылеватый астероид		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973514.mp3	d425ba2eadc39878dc447faf9b19064ca57e8550da139cb4e95f36914c2f7bea	По крайней мере, движения тех трех походили на пляску.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41973515.mp3	d6a56dcde6f678adacd0ef1af1476597c4b9818fd65dfd4458bbb1cb72ef6d42	В нем еще многое непонятно, мистично.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976853.mp3	540c9dbc972e28295d962633901a9976a793f81e9710d6b7cfe94a5d7ebe7d89	Аполлоновское начало иллюстрирует угол крена.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976869.mp3	d7242f25c2513d4c651c04cac9804dba0d61eee1a4f75d77bf786356f73478d6	Наш долг — построить более справедливый и более гуманный мир.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976885.mp3	d597c515ae79edb167adc97049ee1f4732c418432af6ec2827ce9bebaaa49952	Теперь он всею душой раскаивался, что начал этот разговор со Степаном Аркадьичем.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976899.mp3	867c97957a31ab13b77d0b3d2b8eb855084a7c0f800c288da7393ad8ced7855f	Микаса Аккерман, верная и сильная, всегда защищает Эрена, рискуя собственной жизнью.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976901.mp3	9c799f5f2c1f459f9175fdcc5c2def2e5b16c9ee636ca24e39c0139c29486d76	Мы можем использовать технологии, чтобы обеспечить всех людей чистой водой и едой.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976909.mp3	d5c6451cadda4c3ad062e4636254bd90aca118b4d887ef9ded56b74fe28b395d	– «Где же он?» – спросил я, готовясь повиноваться.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976953.mp3	d79e51c8cb31ab4def9328bc1d49075ed6ac4ebadc6f57999570ff89896df4bf	Я и ножом, я и мылом - ничего не берет.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976969.mp3	2b192a2d5623df15efa2c809e684f46071a858dfd8a963dfcf30ecdf36b2fc73	Что касается меня, то я часто жалею		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41976992.mp3	d5bef57bbdcb5270c8d7e5acf8396e53f65163a9ae9d5a51ec5f6e48770cd5c3	И такого непосредственного чувства к угнетению Славян нет и не может быть.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977006.mp3	0492592b59b8c07fb9eccee5c90802af1998d20e83263632a3cd584ecfd743c1	"Терпим, карлики..." - грустно и тихо сказал Владимир Ильич с трибуны.	history_law_government	3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977053.mp3	d71d0700759e22089af94c57416431f11aa9fb6127bc09bfa431d7c004834a14	В мире всеобщей информатизации нет надежных средств защиты от электронного экстремизма.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977054.mp3	a70f3d4d6bde871ee501d4ba80b83deab902e6ec526d5aa4a5c40acf13270148	Выразительно прочти это предложение из семи слов.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977061.mp3	d766ccca3ec28e80c36310d79921313de0fd57f6fc6a0ff6df44d17db2a5374a	А сейчас слово имеет Постоянный представитель Республики Корея посол Квон.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977062.mp3	d6dcb78b3388e9478e3ed00c507e468a378855a2282d614c0a98d359bbfd8eb4	Покажи, какая тебя вчера обожгла крапива?		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977064.mp3	d7b8a0e0bcae8d446ef47f9bad07628d2302657f0c07f6cc002625c60e8d50f5	Она встала и пошла в глубь ложи.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977096.mp3	aa8ba29515b704bd36c5ea37e6095203150eb8ea94bcadab51a595edcbdc93d5	и каждое следующее было смешнее предыдущего.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977127.mp3	9af2304f83c245419e9667e0761d1d4b03119f9a23ea76d2b598416aaf187edc	Черные дыры могут иметь разные формы: сферические, кольцевые, стержневые.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977146.mp3	d7abb804300ecb824665938f79c452c86254f0e65a68d9e3173214c69db88f43	Протокол запуска запускается, ожидайте загрузки протокола ожидания для продолжения.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977156.mp3	b0b522fba0be6022741eecf34e0f523eba32c8bb8614dbbabd34cb8dbb2aa7b4	Ударная волна, на первый взгляд, использует мелодический симулякр.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41977169.mp3	d6f9f068aaa72fc445d7c632a2e004106c60143b9a3d56d604ada00a039f0473	Адом стоит на земле.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982069.mp3	d4ececb151f7a98428a22b184b1f884e3ff976d331ef3d419740a8d6956391f9	Вы представляете себе этого человека, который вчера занимался здесь демагогией, вооруженного ядерным оружием?		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982092.mp3	d683f449c6c0cadb87cb3a30eee08620dc6b26f1ec65274b246db3b4ca6ae7fb	Сегодня я настоятельно призываю Генеральную Ассамблею также действовать решительно.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982108.mp3	d85b2247d1f8926d7d274d533be77a8aa8c28911bce6790383dc2945338171df	Но ему очень трудно было не сказать более, а сказать только это.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982117.mp3	d5ee2ee2773eec83a3ec2241acb4d67c3b20756f436ab0659f530d1bea9d3415	Я так и знал.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982118.mp3	44fe0e3037e761634b4870e64b22aafc2a194d5817091c6b6560f2ba01083f4f	торопилась выйти замуж, потом развестись, торопилась получить профессию.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982119.mp3	9fc0a06059ece3c7bf5e9b7f37da1cff19d0d80d4d1056fa2c7f492de2182064	Некоторые черные дыры испаряются из-за квантовых эффектов.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982122.mp3	d8464ff7e11af86cf547ad48ec9b6e074b99241e53de1ad2e8fb6425a0f93852	Мы полностью поддерживаем постоянное совершенствование созданной Организацией Объединенных Наций системы гуманитарной помощи.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982145.mp3	78deb6baf3fc20d837e5d22247874612cd74709689a3ce857a9b5d38d1e78db2	Колебание, как принято считать, велико.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982155.mp3	d3ca0804c06e9382c5a3828634fa779e8b2fca6f70b8b905f07a9cccd510ea2f	Грозный — лучший город		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_41982162.mp3	d637942f38ccec38f0742d988d9cabb0f2b63c1eadf1b31cc600832649ed1e1d	Тем не менее необходимо обеспечивать их осуществление.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42000524.mp3	8ceba2434ecaef3341dcb554cbfedaf4d16360cfe837b654879e937c29d5be84	разворачивается эпическая история о добре и зле		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42000526.mp3	d95330e004f38e9ac541085c6b9390bd746036eb6eb8d91491af8df5bd16ddef	Ведь ядерное разоружение и нераспространение взаимосвязаны и неразделимы.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42000529.mp3	d8d201eb7cba00633afa5c4b52acd5f27bf6d5739f97998fc318b8956076e642	Даю вам это из ста, из тысячи... не угадаете.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42000531.mp3	d5e4ab62edad54064b578be2ccb1d3e47619e897c06b814b0810942587993354	Что хорошо для Ливии, может оказаться неподходящим в других условиях.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42000545.mp3	d74b441e857a69064487782492093a287c86ebf76ced21ef55d126e3a0b87f3c	И вот сегодня этот призыв до сих пор не услышан.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42000595.mp3	d87e3258da45b8b5914eb4d4651eecb3d9944873bb5d08de274926d6ce8a5f39	Вы можете рассчитывать на нашу полную поддержку в оставшийся период вашего председательства.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42000650.mp3	d5bce28a5362fcae69e6227eb94c1cc0830a0971d04b477b2cec9fafc45710da	Прошу вас, господин посол.		6	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42031896.mp3	d81c588cdcd369781b4d096be4ba5f9177203aef3446ee616c6aa64033ed2be8	Ох, какой он приятный		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42031916.mp3	d91eff9ce9a5ae82d135e7eabbca2b6c70512b6f6aff1fd4cda096db03450a83	Богослов и философ шли молча, куря люльки.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42031927.mp3	d85d142202c84bcf487bc9ae4c72e27cced69b95e5eb554fff172c7e4a7ac88b	Мама Милу мылом мыла.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
4a3d198ccac94aa3330809ce2eef552dec6625d116950888019d1d5fbd71e82e022f2878fa2d1a4af25743f6a90ef234165fe3eaba26198c29f3afdb054ba1f8	common_voice_ru_42031945.mp3	da2ce3c1ada41492af71c7f96ee32df39ff4a5d8dad1facfa96a68f10783c5c9	Таким механизмом должна стать постоянно действующая глобальная экологическая организация с универсальным членством.		3	0	thirties		Georgian accent,Грузинский акцент		ru	
